bimnet_scene_key,matterport_scene_id,frame_id,gt_valid_fraction,bim_hit_fraction,camera_in_bim_aabb,selected,filter_reasons
train/hxp,HxpKQynjfin,1dc09ae6cd914f67b9234869e5e11104_i1_5,0.10449142456054687,1.0,True,True,
train/hxp,HxpKQynjfin,1dc09ae6cd914f67b9234869e5e11104_i2_0,0.7671096801757813,1.0,True,True,
train/hxp,HxpKQynjfin,1dc09ae6cd914f67b9234869e5e11104_i2_1,0.9313697814941406,1.0,True,True,
train/hxp,HxpKQynjfin,1dc09ae6cd914f67b9234869e5e11104_i2_2,0.9443077087402344,1.0,True,True,
train/hxp,HxpKQynjfin,1dc09ae6cd914f67b9234869e5e11104_i2_3,0.8192306518554687,1.0,True,True,
train/hxp,HxpKQynjfin,1dc09ae6cd914f67b9234869e5e11104_i2_4,0.604266357421875,1.0,True,True,
train/hxp,HxpKQynjfin,1dc09ae6cd914f67b9234869e5e11104_i2_5,0.5588676452636718,1.0,True,True,
train/hxp,HxpKQynjfin,1dd50bf3662244b68314b8400ebb66b6_i0_0,0.6837860107421875,1.0,True,True,
train/hxp,HxpKQynjfin,1dd50bf3662244b68314b8400ebb66b6_i0_1,0.6067855834960938,1.0,True,True,
train/hxp,HxpKQynjfin,1dd50bf3662244b68314b8400ebb66b6_i0_2,0.8819587707519532,1.0,True,True,
train/hxp,HxpKQynjfin,1dd50bf3662244b68314b8400ebb66b6_i0_3,0.9386505126953125,1.0,True,True,
train/hxp,HxpKQynjfin,1dd50bf3662244b68314b8400ebb66b6_i0_4,0.9510910034179687,1.0,True,True,
train/hxp,HxpKQynjfin,1dd50bf3662244b68314b8400ebb66b6_i0_5,0.9271392822265625,1.0,True,True,
train/hxp,HxpKQynjfin,1dd50bf3662244b68314b8400ebb66b6_i1_0,0.5401992797851562,1.0,True,True,
train/hxp,HxpKQynjfin,1dd50bf3662244b68314b8400ebb66b6_i1_1,0.18778076171875,1.0,True,True,
train/hxp,HxpKQynjfin,1dd50bf3662244b68314b8400ebb66b6_i1_2,0.9194847106933594,1.0,True,True,
train/hxp,HxpKQynjfin,1dd50bf3662244b68314b8400ebb66b6_i1_3,0.9683601379394531,1.0,True,True,
train/hxp,HxpKQynjfin,1dd50bf3662244b68314b8400ebb66b6_i1_4,0.9239463806152344,1.0,True,True,
train/hxp,HxpKQynjfin,1dd50bf3662244b68314b8400ebb66b6_i1_5,0.940826416015625,1.0,True,True,
train/hxp,HxpKQynjfin,1dd50bf3662244b68314b8400ebb66b6_i2_0,0.722296142578125,1.0,True,True,
train/hxp,HxpKQynjfin,1dd50bf3662244b68314b8400ebb66b6_i2_1,0.6392982482910157,1.0,True,True,
train/hxp,HxpKQynjfin,1dd50bf3662244b68314b8400ebb66b6_i2_2,0.8634803771972657,1.0,True,True,
train/hxp,HxpKQynjfin,1dd50bf3662244b68314b8400ebb66b6_i2_3,0.9427078247070313,1.0,True,True,
train/hxp,HxpKQynjfin,1dd50bf3662244b68314b8400ebb66b6_i2_4,0.9363174438476562,1.0,True,True,
train/hxp,HxpKQynjfin,1dd50bf3662244b68314b8400ebb66b6_i2_5,0.9224342346191406,1.0,True,True,
train/hxp,HxpKQynjfin,230e4c07641f478d871ec08cb0192cb5_i0_0,0.9400192260742187,1.0,True,True,
train/hxp,HxpKQynjfin,230e4c07641f478d871ec08cb0192cb5_i0_1,0.8022171020507812,1.0,True,True,
train/hxp,HxpKQynjfin,230e4c07641f478d871ec08cb0192cb5_i0_2,0.5377700805664063,1.0,True,True,
train/hxp,HxpKQynjfin,230e4c07641f478d871ec08cb0192cb5_i0_3,0.880877685546875,1.0,True,True,
train/hxp,HxpKQynjfin,230e4c07641f478d871ec08cb0192cb5_i0_4,0.7784210205078125,1.0,True,True,
train/hxp,HxpKQynjfin,230e4c07641f478d871ec08cb0192cb5_i0_5,0.6516616821289063,1.0,True,True,
train/hxp,HxpKQynjfin,230e4c07641f478d871ec08cb0192cb5_i1_0,0.9922462463378906,1.0,True,True,
train/hxp,HxpKQynjfin,230e4c07641f478d871ec08cb0192cb5_i1_1,0.5996040344238281,1.0,True,True,
train/hxp,HxpKQynjfin,230e4c07641f478d871ec08cb0192cb5_i1_2,0.002611541748046875,1.0,True,False,sparse_gt
train/hxp,HxpKQynjfin,230e4c07641f478d871ec08cb0192cb5_i1_3,0.8728225708007813,1.0,True,True,
train/hxp,HxpKQynjfin,230e4c07641f478d871ec08cb0192cb5_i1_4,0.80576171875,1.0,True,True,
train/hxp,HxpKQynjfin,230e4c07641f478d871ec08cb0192cb5_i1_5,0.5187484741210937,1.0,True,True,
train/hxp,HxpKQynjfin,230e4c07641f478d871ec08cb0192cb5_i2_0,0.9408843994140625,1.0,True,True,
train/hxp,HxpKQynjfin,230e4c07641f478d871ec08cb0192cb5_i2_1,0.7961074829101562,1.0,True,True,
train/hxp,HxpKQynjfin,230e4c07641f478d871ec08cb0192cb5_i2_2,0.5065864562988281,1.0,True,True,
train/hxp,HxpKQynjfin,230e4c07641f478d871ec08cb0192cb5_i2_3,0.8710968017578125,1.0,True,True,
train/hxp,HxpKQynjfin,230e4c07641f478d871ec08cb0192cb5_i2_4,0.6768386840820313,1.0,True,True,
train/hxp,HxpKQynjfin,230e4c07641f478d871ec08cb0192cb5_i2_5,0.582568359375,1.0,True,True,
train/hxp,HxpKQynjfin,40c3d461ced54be485f5d6144952f2de_i0_0,0.8039642333984375,1.0,True,True,
train/hxp,HxpKQynjfin,40c3d461ced54be485f5d6144952f2de_i0_1,0.923992919921875,1.0,True,True,
train/hxp,HxpKQynjfin,40c3d461ced54be485f5d6144952f2de_i0_2,0.8013259887695312,1.0,True,True,
train/hxp,HxpKQynjfin,40c3d461ced54be485f5d6144952f2de_i0_3,0.7857566833496094,1.0,True,True,
train/hxp,HxpKQynjfin,40c3d461ced54be485f5d6144952f2de_i0_4,0.93194580078125,1.0,True,True,
train/hxp,HxpKQynjfin,40c3d461ced54be485f5d6144952f2de_i0_5,0.8167282104492187,1.0,True,True,
train/hxp,HxpKQynjfin,40c3d461ced54be485f5d6144952f2de_i1_0,0.5664779663085937,1.0,True,True,
train/hxp,HxpKQynjfin,40c3d461ced54be485f5d6144952f2de_i1_1,0.9887496948242187,1.0,True,True,
train/hxp,HxpKQynjfin,40c3d461ced54be485f5d6144952f2de_i1_2,0.6157691955566407,1.0,True,True,
train/hxp,HxpKQynjfin,40c3d461ced54be485f5d6144952f2de_i1_3,0.5398216247558594,1.0,True,True,
train/hxp,HxpKQynjfin,40c3d461ced54be485f5d6144952f2de_i1_4,0.9725677490234375,1.0,True,True,
train/hxp,HxpKQynjfin,40c3d461ced54be485f5d6144952f2de_i1_5,0.5659095764160156,1.0,True,True,
train/hxp,HxpKQynjfin,40c3d461ced54be485f5d6144952f2de_i2_0,0.8003028869628906,1.0,True,True,
train/hxp,HxpKQynjfin,40c3d461ced54be485f5d6144952f2de_i2_1,0.9200569152832031,1.0,True,True,
train/hxp,HxpKQynjfin,40c3d461ced54be485f5d6144952f2de_i2_2,0.792852783203125,1.0,True,True,
train/hxp,HxpKQynjfin,40c3d461ced54be485f5d6144952f2de_i2_3,0.7442619323730468,1.0,True,True,
train/hxp,HxpKQynjfin,40c3d461ced54be485f5d6144952f2de_i2_4,0.89769287109375,1.0,True,True,
train/hxp,HxpKQynjfin,40c3d461ced54be485f5d6144952f2de_i2_5,0.8130592346191406,1.0,True,True,
train/hxp,HxpKQynjfin,435549d3ad0a4e44b93f2e2d4970f762_i0_0,0.8449790954589844,1.0,True,True,
train/hxp,HxpKQynjfin,435549d3ad0a4e44b93f2e2d4970f762_i0_1,0.8521492004394531,1.0,True,True,
